town_name,company_info,Basic Service.Subscribers,Basic Service.Programming (received off-air),Basic Service.Programming (via satellite),Basic Service.Miles of plant,Basic Service.State manager,Basic Service.Manager,Basic Service.Ownership,Basic Service.Fee,Basic Service.Current originations,Basic Service.Local advertising,Basic Service.City fee,Basic Service.Tv Market Ranking,Basic Service.Equipment,Basic Service.Addressable homes,Basic Service.Program Guide,Basic Service.Chief technician,Digital Basic Service.Subscribers,Digital Basic Service.Pay units,Digital Basic Service.Programming (received off-air),Digital Basic Service.Programming (via satellite),Digital Basic Service.Miles of plant,Digital Basic Service.State manager,Digital Basic Service.Manager,Digital Basic Service.Ownership,Digital Basic Service.Fee,Digital Basic Service.Current originations,Digital Basic Service.Local advertising,Digital Basic Service.City fee,Digital Basic Service.Tv Market Ranking,Digital Basic Service.Equipment,Digital Basic Service.Addressable homes,Digital Basic Service.Program Guide,Digital Basic Service.Chief technician,Expanded Basic Service.Subscribers,Expanded Basic Service.Pay units,Expanded Basic Service.Programming (received off-air),Expanded Basic Service.Programming (via satellite),Expanded Basic Service.Miles of plant,Expanded Basic Service.State manager,Expanded Basic Service.Manager,Expanded Basic Service.Ownership,Expanded Basic Service.Fee,Expanded Basic Service.Current originations,Expanded Basic Service.Local advertising,Expanded Basic Service.City fee,Expanded Basic Service.Tv Market Ranking,Expanded Basic Service.Equipment,Expanded Basic Service.Addressable homes,Expanded Basic Service.Program Guide,Expanded Basic Service.Chief technician,Pay Service 1.Subscribers,Pay Service 1.Pay units,Pay Service 1.Programming (received off-air),Pay Service 1.Programming (via satellite),Pay Service 1.Miles of plant,Pay Service 1.State manager,Pay Service 1.Manager,Pay Service 1.Ownership,Pay Service 1.Fee,Pay Service 1.Current originations,Pay Service 1.Local advertising,Pay Service 1.City fee,Pay Service 1.Tv Market Ranking,Pay Service 1.Equipment,Pay Service 1.Addressable homes,Pay Service 1.Program Guide,Pay Service 1.Chief technician,Pay-Per-View.Subscribers,Pay-Per-View.Pay units,Pay-Per-View.Programming (received off-air),Pay-Per-View.Programming (via satellite),Pay-Per-View.Miles of plant,Pay-Per-View.State manager,Pay-Per-View.Manager,Pay-Per-View.Ownership,Pay-Per-View.Fee,Pay-Per-View.Current originations,Pay-Per-View.Local advertising,Pay-Per-View.City fee,Pay-Per-View.Tv Market Ranking,Pay-Per-View.Equipment,Pay-Per-View.Addressable homes,Pay-Per-View.Program Guide,Pay-Per-View.Chief technician,Pay Service 2.Subscribers,Pay Service 2.Pay units,Pay Service 2.Programming (received off-air),Pay Service 2.Programming (via satellite),Pay Service 2.Miles of plant,Pay Service 2.State manager,Pay Service 2.Manager,Pay Service 2.Ownership,Pay Service 2.Fee,Pay Service 2.Current originations,Pay Service 2.Local advertising,Pay Service 2.City fee,Pay Service 2.Tv Market Ranking,Pay Service 2.Equipment,Pay Service 2.Addressable homes,Pay Service 2.Program Guide,Pay Service 2.Chief technician,Pay Service 3.Subscribers,Pay Service 3.Pay units,Pay Service 3.Programming (received off-air),Pay Service 3.Programming (via satellite),Pay Service 3.Miles of plant,Pay Service 3.State manager,Pay Service 3.Manager,Pay Service 3.Ownership,Pay Service 3.Fee,Pay Service 3.Current originations,Pay Service 3.Local advertising,Pay Service 3.City fee,Pay Service 3.Tv Market Ranking,Pay Service 3.Equipment,Pay Service 3.Addressable homes,Pay Service 3.Program Guide,Pay Service 3.Chief technician,Pay Service 4.Subscribers,Pay Service 4.Pay units,Pay Service 4.Programming (received off-air),Pay Service 4.Programming (via satellite),Pay Service 4.Miles of plant,Pay Service 4.State manager,Pay Service 4.Manager,Pay Service 4.Ownership,Pay Service 4.Fee,Pay Service 4.Current originations,Pay Service 4.Local advertising,Pay Service 4.City fee,Pay Service 4.Tv Market Ranking,Pay Service 4.Equipment,Pay Service 4.Addressable homes,Pay Service 4.Program Guide,Pay Service 4.Chief technician,Pay Service 5.Subscribers,Pay Service 5.Pay units,Pay Service 5.Programming (received off-air),Pay Service 5.Programming (via satellite),Pay Service 5.Miles of plant,Pay Service 5.State manager,Pay Service 5.Manager,Pay Service 5.Ownership,Pay Service 5.Fee,Pay Service 5.Current originations,Pay Service 5.Local advertising,Pay Service 5.City fee,Pay Service 5.Tv Market Ranking,Pay Service 5.Equipment,Pay Service 5.Addressable homes,Pay Service 5.Program Guide,Pay Service 5.Chief technician,Pay Service 6.Subscribers,Pay Service 6.Pay units,Pay Service 6.Programming (received off-air),Pay Service 6.Programming (via satellite),Pay Service 6.Miles of plant,Pay Service 6.State manager,Pay Service 6.Manager,Pay Service 6.Ownership,Pay Service 6.Fee,Pay Service 6.Current originations,Pay Service 6.Local advertising,Pay Service 6.City fee,Pay Service 6.Tv Market Ranking,Pay Service 6.Equipment,Pay Service 6.Addressable homes,Pay Service 6.Program Guide,Pay Service 6.Chief technician,Pay Service 7.Subscribers,Pay Service 7.Pay units,Pay Service 7.Programming (received off-air),Pay Service 7.Programming (via satellite),Pay Service 7.Miles of plant,Pay Service 7.State manager,Pay Service 7.Manager,Pay Service 7.Ownership,Pay Service 7.Fee,Pay Service 7.Current originations,Pay Service 7.Local advertising,Pay Service 7.City fee,Pay Service 7.Tv Market Ranking,Pay Service 7.Equipment,Pay Service 7.Addressable homes,Pay Service 7.Program Guide,Pay Service 7.Chief technician,Pay Service 8.Subscribers,Pay Service 8.Pay units,Pay Service 8.Programming (received off-air),Pay Service 8.Programming (via satellite),Pay Service 8.Miles of plant,Pay Service 8.State manager,Pay Service 8.Manager,Pay Service 8.Ownership,Pay Service 8.Fee,Pay Service 8.Current originations,Pay Service 8.Local advertising,Pay Service 8.City fee,Pay Service 8.Tv Market Ranking,Pay Service 8.Equipment,Pay Service 8.Addressable homes,Pay Service 8.Program Guide,Pay Service 8.Chief technician,Pay Service 9.Subscribers,Pay Service 9.Pay units,Pay Service 9.Programming (received off-air),Pay Service 9.Programming (via satellite),Pay Service 9.Miles of plant,Pay Service 9.State manager,Pay Service 9.Manager,Pay Service 9.Ownership,Pay Service 9.Fee,Pay Service 9.Current originations,Pay Service 9.Local advertising,Pay Service 9.City fee,Pay Service 9.Tv Market Ranking,Pay Service 9.Equipment,Pay Service 9.Addressable homes,Pay Service 9.Program Guide,Pay Service 9.Chief technician,Pay Service 10.Subscribers,Pay Service 10.Pay units,Pay Service 10.Programming (received off-air),Pay Service 10.Programming (via satellite),Pay Service 10.Miles of plant,Pay Service 10.State manager,Pay Service 10.Manager,Pay Service 10.Ownership,Pay Service 10.Fee,Pay Service 10.Current originations,Pay Service 10.Local advertising,Pay Service 10.City fee,Pay Service 10.Tv Market Ranking,Pay Service 10.Equipment,Pay Service 10.Addressable homes,Pay Service 10.Program Guide,Pay Service 10.Chief technician,Internet Service.Subscribers,Internet Service.Pay units,Internet Service.Programming (received off-air),Internet Service.Programming (via satellite),Internet Service.Miles of plant,Internet Service.State manager,Internet Service.Manager,Internet Service.Ownership,Internet Service.Fee,Internet Service.Current originations,Internet Service.Local advertising,Internet Service.City fee,Internet Service.Tv Market Ranking,Internet Service.Equipment,Internet Service.Addressable homes,Internet Service.Program Guide,Internet Service.Chief technician,
FAIRFIELD,Alabama TV Cable Inc.. 3443 Loma Lane. Hoover AL 35216. Phone: 205-822-8731. Fax: 205-823-0353. County: Jefferson. Also serves Hueytown. Midfield. Pleasant Grove. ICA: AL0013. TV Market Ranking: 40. Franchise award date: N.A. Franchise expiration date: N.A. Began: December 1.1970. Channel capacity: 64. Channels available but not In use: N.A.,11685,WABM (U). WBIQ (P). WBRC (F). WIAT (C). WHO (1). WVTM-TV (N) Birmingham,WGN-TV (I) Chicago: A & E: BET: C-SPAN: CNBC: CNN: Cartoon Network: Discovery Channel: EWTN: Fox Family Channel: Headline News: MTV: National Network: Nickelodeon: QVC: TBS Superstation: The Weather Channel: Turner Classic Movies.,,,,,$60.00 installation: $7.85 monthly: $25.00 additional installation.,Leased access.,,,,,,,,,,,,,,,,,,,,,,,,,11464,,,American Movie Classics: ESPN: Fox Sports Net South: Lifetime: Odyssey: Turner Network TV: USA Cable.,,,,,$13.55 monthly.,,,,,,,,,,N.A,,Cinemax: Disney Channel: HBO: Showtime: The New Encore.,188.1 (coaxial). Homes passed: 16.460. Total homes In franchised area: 17.456.,,5% of gross.,AT&T Broadband (MSO). Sale pends to Charter Communications Inc.,$1.50 monthly (TNE). $11.20 monthly (Cinemax. Disney or Shovrtime). $12.70 monthly (HBO).,,,5% of gross.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAIRHOPE,AT&T Broadband. Box 1009.759 Nichols Ave.. Falrtiope. AL 36533. Phone: 334-928-0235. Fax; 334-928-3804. County: Baldwin. Also serves Baldwin County (portions). Daphne. Point Clear Spanish Fort. ICA; AL0021. TV Martcet Ranking: 59. Franchise award date: N.A. Franchise expiration date: N.A. Began; August 1.1979. Channel capacity: 44 (operating 2-way). Channels available but not in use: N.A.,10760,WALA-TV (F). WEAR-TV (A). WEIQ (P). WHBR (I). WJTC (U). WKRG-TV (C). WMPV-TV (T). WPMI (N) Mobile-Pensacola,WGN-TV (I) Chicago: A & E: BET: C-SPAN: CNBC: CNN: Discovery Channel: EWTN: Fox Family Channel: Headline News: Home Shopping Network: Lifetime: MTV: National Network: Nickelodeon: TBS Superstation: The Weather Channel.,,,,,$30.00 Installation: $18.88 monthly: $2.00 converter.,Public access: educational access: govemment access.,,,,,,,,,,,,,,,,,,,,,,,,,8166,,,American Movie Classics: Court TV: ESPN: Fox Sports Net South: Turner Network TV: USA Cable.,,,,,$2.43 monthly.,,,,,,,,,,N.A,,HBO: Showtime: The Movie Channel: The New Encore.,262.0 (coaxial).,,The Cable Guide.,AT&T Broadband (MSO). Sale pends to Medlacom LLC.,$15.00 installation: $12.20 monthly (HBO. Showtime or TMC).,,Yes. Available in satellite distributed & locally originated programming. Local sales,,,Fort Worth Tower satellite antenna.,,The Cable Guide.,John Fisk.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAYETTE,West Alabama TV Cable Co. Inc.. Box 660. Fayette. AL 35555. Phone: 205-932-4700. Fax: 205-932-3585. County: Fayette. Also serves Belk. ICA: AL0072. 2001 Edition D-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLORALA,Time Wamer Cable. 682 Baldwin Ave.. De Funiak Springs. FL 32435. Phone: 850-892-3155. Fax: 850-892-1318. Web Site: httpy/vww.timewamer.com. Counties: Covington. AL; Walton. FL. Also serves Lockhart. AL; Paxton. FL. ICA: AL0092. TV Market Ranking: Outside TV Markets. Franchise award date: N.A. Franchise expiration date: September 9.1999. Began: Febmary 1.1970. Channel capacity: 36 (operating 2-way). Channels available but not In use: N.A.,1010,WDHN (A). WTVY (C) Dothan: WDIQ (P) Dozier: WSFA (N) Montgomery-Selma: WDFX-TV (F) Ozark: WJHG-TV (N). WMBB (A) Panama City: 1 FM,WGN-TV (I) Chicago: A & E: American Movie Classics: BET: C-SPAN: CNBC: CNN: Country Music TV: Discovery Channel: Fox Family Channel: Headline News: Home Shopping Networic: National Network: Nickelodeon: Odyssey: TBS Superstatlon: The Weather Channel.,,,,,$30.00 Installation: $10.23 monthly: $2.00 converter.,Automated time-weather: public access: educational access: govemment access.,,,,,,,,,,,,,,,,,,,,,,,,,939,,,ESPN: Fox Sports Net South: Lifetime: Turner Network TV: USA Cable.,,,,,$11.90 monthly.,,,,,,,,,,N.A.,,HBO: Showtime: The New Encore.,37.3 (coaxial). Homes passed: 1.369. Total homes In franchised area: 1.480.,,,AT&T Broadband (MSO).,$15.00 Installation: $12.30 monthly (HBO or Showtime).,,No.,3% of gross.,,Blonder-Tongue headend: Benco & Blonder-Tongue amplifiers: Phelps-Dodge cable: Comtech satellite antenna.,,Premium Channels.,Edward Hamson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLORENCE,Comcast Television Advertising. 116 S. Pine St.. Florence. AL 35630. Phone: 256-766-3720. Fax: 256-767-3326. Counties: Colbert & Lauderdale. Also serves Colbert County. Lauderdale County. Muscle Shoals. Sheffield. St. Florian. Tuscumbia. ICA: AL0187. TV Market Ranking: Below 100. Franchise award date: N.A. Franchise expiration date: N.A. Began: September 1.1953. Channel capacity: 38. Channels available but not in use: N.A.,32233,WBRC (F) Birmingham: WFIQ (P). WHDF (N). WYLE (W) Florence: WAAY-TV (A). WAFF (N). WHNT-TV (C). WZDX (F) Huntsville-Decatur,QVC.,,,,,$42.16 installation: $7.36 monthly: $2.43 converter: $14.05 additional installation.,Automated time-weather: public access.,,,,,,,,,,,,,,,,,,,,,,,,,29702,,,A & E: BET: C-SPAN: C-SPAN 2: CNBC: CNN: Cartoon Networtc: Discovery Channel: E! Entertainment TV: ESPN: ESPN 2: EWTN: Fox Sports Net South: Golf Channel: Great American Country: Headline News: History Channel: Learning Channel: Lifetime: MSNBC: MTV: National Network: Nickelodeon: Pax Net: Sci-FI Channel: Sneak Prevue: TV Guide Channel: The Weather Channel: Trinity Bcstg. Network: USA Cable.,,,,,$17.80 monthly.,,,,,,,,,,N.A,,Cinemax: Disney Channel: HBO: Showtime: The Movie Channel.,,,,,$9.75 monthly (Disney). 14.75 monthly (Cinemax. HBO or Shovrtime).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOLEY,Riviera Utilities Cable TV. Box 2050. 413 E. Laurel Ave.. Foley. AL 36536. Phone: 334-943-5001. Fax: 334-943-5275. County: Baldwin. Also serves Bon Secour. Elberta. Magnolia Springs. Miflin. Summerdale. ICA: AL0046. TV Market Ranking: 59. Franchise award date: June 2. 1980. Franchise expiration date: June 2.2010. Began: March 2.1982. Channel capacity; 35 (not 2-way capable). Channels available but not in use: 2.,6511: Commercial sub,WALA-TV (F). WEAR-TV (A). WEIQ (P). WHBR (I). WJTC (U). WKRG-TV (C). WMPV-TV (T). WPMI (N). WSRE (P) Mobile-Pensacola,WGN-TV (I) Chicago: WPIX (W) New Yoric: A & E: C-SPAN: CNBC: CNN: Discovery Channel: ESPN: EW/TN: FX: Fox Family Channel: Fox Movie Channel: Fox Sports Net South: Headline News: Learning Channel: Lifetime: Nashville Networtc: National Networtc: Nickelodeon: TBS Superstation: TV Guide Channel: The Weather Channel: Turner Networtc TV: USA Cable.,,,,,$20.00 Installation: $13.00 monthly: $10.00 additional Installation. Commeroial fee: $14.00 monthly.,Automated time-weather.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.113,,Cinemax.,,,,,$20.00 installation: $9.00 monthly.,,,,,,,,,,,,,,,,,,,,,,,,,,,606.,,Disney Channel.,,,,,$20.00 installation: $9.00 monthly.,,,,,,,,,,2.133,,HBO.,,,,,$20.00 installation: $9.00 monthly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.0 (coaxial): None (fiber optic). Homes passed: 8.074.,,H. Sewell St. John Jr.,Riviera Utilities Cable TV.,,,No.,5% of gross.,,Microdyne & Scientific-Atlanta headend: Scientific-Atianta amplifiers: Comm/Scope & Times Fiber cable: Texscan character generator: Jerrold set top converters: Eagle traps: Comtech sateillte antenna: Scientific-Atlanta satellite receivers.,,TV Guide.,Robert Claric. Marketing director: Bmce VanArsdale.,
FORKLAND,Sky Cablevision. Box 65. Meridian. MS 39302. Phone: 601-485-6980. Fax: 601 -483-0103. County: Greene. ICA: AL0189. TV Market Ranking: Outside TV Markets. Franchise award date: N.A. Franchise expiration date: N.A. Began: Febmary 1.1990. Channel capacity: N.A. Channels available but not in use: N.A.,NA,WIIQ (P) Demopolis: WGBC (N). WTOK-TV (A.F). WTZH (C) Meridian,WGN-TV (I) Chicago: A & E: CNN: Discovery Channel: ESPN: Fox Family Channel: National Networic: TBS Superstation: USA Cable.,,,,,$16.00 monthly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N.A,,Disney Channel: HBO.,,,Beny Ward,Sky Cablevision Ltd. (MSO).,$9.00 monthly (Disney). $11.00 monthly (HBO).,,,,,,,,T. J. Young.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORT DEPOSIT,Time Wamer Cable. 3996 U.S. Hwy. 231. Wetumpka. AL 36093. Phones: 334-567-4344; 800-822-0060. Fax: 334-567-2123. Web Site: http://www.tlmewamer. com. County: Lowndes. ICA: AL0133. TV Market Ranking: Below 100. Franchise award date: January 1.1986. Franchise expiration date: N.A. Began: November 1. 1986. Channel capacity: 35 (not 2-way capable). Channels available but not in use: N.A.,253,WDIQ (P) Dozier: WAKA (C). WCOV-TV (F). WNCF (A). WSFA (N) Montgomery-Selma.,,,,,,$93.45 instaliation: $3.71 monthly.,,,,,,,,,,,,,,,,,,,,,,,,,,250,,,A & E: American Movie Classics: Animal Planet: BET: CNN: Cartoon Network: Country Music TV: Discovery Channel: ESPN: Fox Family Channel: Fox Sports Net South: Headline News: History Channel: Home & Garden Television: Learning Channel: Lifetime: MTV: National Networtc: Nick at Nite's TV Land: Nickelodeon: QVC: Trinity Bcstg. Network: Turner Network TV: USA Cable.,,,,,$14.45 monthly.,,,,,,,,,,70,,Cinemax.,,,,,$9.50 monthly.,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,HBO.,15.0 (coaxial). Homes passed: 503.,,Ford Claric,Time Wamer Cable (MSO).,$9.50 monthly.,,No.,,,Scientific-Atlanta headend: Jen-old amplifiers.',,,Mike Tmelove.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORT MORGAN,Fort Morgan Cable TV Inc.. 6930 State Hwy. 180. Gulf Shores. AL 36542-8066. Phone: 334-540-7221. County: BaWwIn. ICA: AL0129. TV Martcet Ranking: 59. Franchise award date: N.A. Franchise expiration date: N.A. Began: N.A. Channel capacity: 32. Channels available but not in use: 3.,260,WALA-TV (F). WEAR-TV (A). WEIQ (P). WHBR (I). WJTC (U). WKRG-TV (C). WMPV-TV (T). WPMI (N) Mobile-Pensacola,WGN-TV (I) Chicago: A & E: C-SPAN 2: CNBC: CNN: D-26 TV & Cable Factbook No. 69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORT PAYNE,Adelphia Communicatkms. 617 Gault Ave. N. Fort Payne. AL 35967. Phone; 205-845-4761. Fax: 205-845-4669. County: DeKalb. Also serves Adamsburg. Collbran. DeKalb County. Pine Ridge. Valley Head. White Hall. ICA: AL0040. TV Market Ranking: 18. Franchise award date: N.A. Franchise expiration date: N.A. Began: August 19.1968. Channel capacity: 78. Channels available but not In use: N.A.,4581,WVTM-TV (N) Birmingham: WPXH (X). WTJP (T) Gadsden: WAAY-TV (A). WHIQ (P). WHNT-TV (C) Huntsville-Decatur: allband FM,WGN-TV (I) Chicago: CNN: National Network: TBS Superstation.,,,,,$10.00 installation: $11.50 monthly.,Automated time-weather.,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,Country Music TV: ESPN: Lifetime: MTV: Nickelodeon: USA Cable.,,,,,$10.00 Installation: $3.95 monthly.,,,,,,,,,,N.A.,,Cinemax: Disney Channel: HBO.,209.0 (coaxial). Homes passed: 4.900. Total homes in franchised area: 5.580.,,William J. Porter.,Adelphia Communications Corp. (MSO). Purchased from Century Communications Corp.. October 1.1999.,$10.00 Installation: $7.00 monthly (Cinemax). $8.00 monthly (Disney or HBO).,,Yes. Rates: $10.00/Minute: $8.00/30 Seconds: $150.00/Hour: $80.00/ 30 Min.: $45.00/15 MIn.,,,Scientific-Atlanta headend: GTE Sylvania amplifiers: Cen-o cable: Hitachi & Sony cameras: Sony VTRs: Jenold addressable set top converters: Scientific-Atianta satellite antenna.,,,William J. Porter.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREEMANVILLE,CableSouth Inc.. Box 6003. RIdgeland. MS 39158. Phones: 601-981-6900; 800-977-8849. E-mail: cablesouth @aol.com. County: Escambia. Also serves Atmore. ICA: AL0190. TV Market Ranking: Outside TV Markets. Franchise award date: N.A. Franchise expiration date: N.A. Began: N.A. Channel capacity: N.A. Channels available but not in use: N.A.,187,WALA-TV (F). WEAR-TV (A). WEIQ (P). WHBR (I). WJTC (U). WKRG-TV (C). WMPV-TV (T). WPMI (N). WSRE (P) Mobile- Pensacola,WGN-TV (I) Chicago: American Movie Classics: CNN: Discovery Channel: ESPN: ESPN2: Fox Family Channel: Home Shopping Network: Learning Channel: Lifetime: National Networtc: Nick at Nite's TV Land: Nickelodeon: QVC: TBS Superstation: The Weather Channel: Turner Network TV: USA Cable: VH1.,,,,,N.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N.A.,,Disney Channel: HBO: The Movie Channel.,,,,CableSouth Inc. (MSO). Purchased from Ton^nce Cablevision USA Inc.,N.A. Gen. Mgr: Barry Brelthaupt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FULTON,Galaxy Cablevision. Box 1007. Sikeston. MO 63801. Phones: 334-693-2610; 800-365-6988. Fax: 334-693-2291. Web site; http^/www.gaiaxycable.com. County: Clarice. Also serves Clarice County. iCA: AL0152. TV Market Ranking: Outside TV Markets. Franchise award date: January 1.1981. Franchise expiration date: June 9.2001. Began: March 15.1984. Channel capacity: 36 (operating 2-way). Channels available but not In use; 11.,214,WMAW-TV (P). WTOK-TV (A.F) Meridian: WALA-TV (F). WEAR-TV (A). WJTC (U). WKRG-TV (C). WPMI (N) Mobile-Pensacola: WAKA (C). WSFA (N) Montgomery-Selma: WNWO-TV (N) Toledo: allband FM.,WGN-TV (I) Chicago: CNN: ESPN: Fox Family Channel: Headline News: National Networtc: TBS Superstation: The Weather Channel: USA Cable.,,,,,$4^75 installation: $22.45 monthly.,Automated time-weather religious access.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N.A,,Disney Channel: HBO: Showtime.,8.6 (coaxial). Additional miles planned: 3.0 (coaxial). Homes passed: 231. Total homes in franchised area: 520.,2% of gross.,2% of gross.,Galaxy Cablevision (MSO).,$25.00 installation: $9.00 monthly (Disney or Shovrtime). $10.00 monthly (HBO).,,Yes (locally produced). Available in character-generated programming. Rates: $30.00/Month.,2% of gross.,,Blonder-Tongue headend: Scientific-Atlanta amplifiers: Comm/Scope cable: Commodore character generator: Eagle traps: Prodelin satellite antenna: Standard Communications. DX Antenna & intemationai Sateillte satellite receivers.,,Premium Channels.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
